Original_sequence_ID	Protein	Count
Library009_barcode34_hap2_rep4_tig00000001	SRK_protein_280	18
Library009_barcode34_hap2_rep4_tig00000002	SRK_protein_114	52
Library009_barcode34_hap3_rep1_tig00000001	SRK_protein_111	37
Library009_barcode34_hap3_rep4_tig00000001	SRK_protein_280	18
Library009_barcode34_hap3_rep4_tig00000002	SRK_protein_114	52
Library009_barcode34_hap4_rep4_tig00000001	SRK_protein_280	18
Library009_barcode35_hap1_rep1_tig00000001	SRK_protein_103	19
Library009_barcode35_hap2_rep1_tig00000001	SRK_protein_103	19
Library009_barcode35_hap3_rep1_tig00000001	SRK_protein_103	19
Library009_barcode35_hap4_rep1_tig00000001	SRK_protein_103	19
Library009_barcode35_hap1_rep1_tig00000002	SRK_protein_103	19
Library009_barcode35_hap2_rep1_tig00000002	SRK_protein_103	19
Library009_barcode35_hap3_rep1_tig00000002	SRK_protein_103	19
Library009_barcode35_hap4_rep1_tig00000002	SRK_protein_103	19
Library009_barcode36_hap1_rep1_tig00000001	SRK_protein_175	16
Library009_barcode36_hap1_rep3_tig00000001	SRK_protein_125	33
Library009_barcode36_hap1_rep3_tig00000002	SRK_protein_106	30
Library009_barcode36_hap1_rep4_tig00000001	SRK_protein_106	30
Library009_barcode36_hap2_rep1_tig00000001	SRK_protein_175	16
Library009_barcode36_hap2_rep3_tig00000001	SRK_protein_125	33
Library009_barcode36_hap2_rep3_tig00000002	SRK_protein_106	30
Library009_barcode36_hap2_rep4_tig00000001	SRK_protein_106	30
Library009_barcode36_hap3_rep1_tig00000001	SRK_protein_175	16
Library009_barcode36_hap3_rep3_tig00000001	SRK_protein_125	33
Library009_barcode36_hap3_rep3_tig00000002	SRK_protein_106	30
Library009_barcode36_hap3_rep4_tig00000001	SRK_protein_106	30
Library009_barcode36_hap4_rep1_tig00000001	SRK_protein_175	16
Library009_barcode36_hap4_rep3_tig00000001	SRK_protein_125	33
Library009_barcode36_hap4_rep3_tig00000002	SRK_protein_106	30
Library009_barcode37_hap1_rep1_tig00000001	SRK_protein_281	10
Library009_barcode37_hap1_rep2_tig00000001	SRK_protein_164	18
Library009_barcode37_hap2_rep1_tig00000001	SRK_protein_281	10
Library009_barcode37_hap2_rep2_tig00000001	SRK_protein_164	18
Library009_barcode37_hap3_rep1_tig00000001	SRK_protein_281	10
Library009_barcode37_hap3_rep2_tig00000001	SRK_protein_164	18
Library009_barcode37_hap4_rep1_tig00000001	SRK_protein_281	10
Library009_barcode37_hap4_rep2_tig00000001	SRK_protein_164	18
Library009_barcode37_hap4_rep4_tig00000001	SRK_protein_281	10
Library009_barcode37_hap1_rep3_tig00000002	SRK_protein_168	24
Library009_barcode37_hap2_rep3_tig00000002	SRK_protein_168	24
Library009_barcode37_hap3_rep3_tig00000002	SRK_protein_168	24
Library009_barcode38_hap1_rep2_tig00000001	SRK_protein_114	52
Library009_barcode38_hap2_rep2_tig00000001	SRK_protein_114	52
Library009_barcode38_hap3_rep2_tig00000001	SRK_protein_114	52
Library009_barcode38_hap4_rep2_tig00000001	SRK_protein_114	52
Library009_barcode38_hap1_rep1_tig00000004	SRK_protein_114	52
Library009_barcode38_hap2_rep1_tig00000004	SRK_protein_114	52
Library009_barcode38_hap3_rep1_tig00000004	SRK_protein_114	52
Library009_barcode38_hap4_rep1_tig00000004	SRK_protein_114	52
Library009_barcode39_hap1_rep4_tig00000002	SRK_protein_282	6
Library009_barcode39_hap3_rep4_tig00000002	SRK_protein_282	6
Library009_barcode39_hap4_rep4_tig00000002	SRK_protein_282	6
Library009_barcode39_hap1_rep1_tig00000002	SRK_protein_118	74
Library009_barcode39_hap1_rep2_tig00000001	SRK_protein_130	30
Library009_barcode39_hap1_rep3_tig00000001	SRK_protein_283	6
Library009_barcode39_hap2_rep1_tig00000002	SRK_protein_118	74
Library009_barcode39_hap2_rep2_tig00000001	SRK_protein_130	30
Library009_barcode39_hap2_rep3_tig00000001	SRK_protein_283	6
Library009_barcode39_hap3_rep1_tig00000002	SRK_protein_118	74
Library009_barcode39_hap3_rep2_tig00000001	SRK_protein_130	30
Library009_barcode39_hap3_rep3_tig00000001	SRK_protein_283	6
Library009_barcode41_hap1_rep2_tig00000001	SRK_protein_121	18
Library009_barcode41_hap1_rep3_tig00000001	SRK_protein_020	100
Library009_barcode41_hap1_rep3_tig00000005	SRK_protein_020	100
Library009_barcode41_hap1_rep4_tig00000001	SRK_protein_284	6
Library009_barcode41_hap2_rep2_tig00000001	SRK_protein_121	18
Library009_barcode41_hap2_rep3_tig00000001	SRK_protein_020	100
Library009_barcode41_hap2_rep3_tig00000005	SRK_protein_020	100
Library009_barcode41_hap2_rep4_tig00000001	SRK_protein_284	6
Library009_barcode41_hap3_rep2_tig00000001	SRK_protein_121	18
Library009_barcode41_hap3_rep3_tig00000001	SRK_protein_020	100
Library009_barcode41_hap3_rep3_tig00000005	SRK_protein_020	100
Library009_barcode41_hap3_rep4_tig00000001	SRK_protein_284	6
Library009_barcode41_hap4_rep3_tig00000001	SRK_protein_020	100
Library009_barcode41_hap4_rep3_tig00000005	SRK_protein_020	100
Library009_barcode42_hap1_rep4_tig00000001	SRK_protein_111	37
Library009_barcode42_hap1_rep4_tig00000004	SRK_protein_103	19
Library009_barcode42_hap2_rep4_tig00000001	SRK_protein_111	37
Library009_barcode42_hap3_rep4_tig00000001	SRK_protein_111	37
Library009_barcode42_hap3_rep4_tig00000004	SRK_protein_103	19
Library009_barcode42_hap4_rep4_tig00000001	SRK_protein_111	37
Library009_barcode42_hap4_rep4_tig00000004	SRK_protein_103	19
Library009_barcode44_hap1_rep3_tig00000002	SRK_protein_118	74
Library009_barcode44_hap2_rep2_tig00000002	SRK_protein_168	24
Library009_barcode44_hap2_rep3_tig00000002	SRK_protein_118	74
Library009_barcode44_hap3_rep2_tig00000002	SRK_protein_168	24
Library009_barcode44_hap3_rep3_tig00000002	SRK_protein_118	74
Library009_barcode44_hap4_rep3_tig00000002	SRK_protein_118	74
Library009_barcode44_hap1_rep1_tig00000001	SRK_protein_287	8
Library009_barcode44_hap1_rep4_tig00000002	SRK_protein_168	24
Library009_barcode44_hap2_rep1_tig00000001	SRK_protein_287	8
Library009_barcode44_hap2_rep4_tig00000002	SRK_protein_168	24
Library009_barcode44_hap3_rep1_tig00000001	SRK_protein_287	8
Library009_barcode44_hap3_rep4_tig00000002	SRK_protein_168	24
Library009_barcode44_hap4_rep1_tig00000001	SRK_protein_287	8
Library009_barcode44_hap4_rep4_tig00000002	SRK_protein_168	24
Library009_barcode45_hap1_rep1_tig00000002	SRK_protein_244	5
Library009_barcode45_hap1_rep4_tig00000001	SRK_protein_288	16
Library009_barcode45_hap1_rep4_tig00000002	SRK_protein_288	16
Library009_barcode45_hap2_rep4_tig00000001	SRK_protein_288	16
Library009_barcode45_hap2_rep4_tig00000002	SRK_protein_288	16
Library009_barcode45_hap3_rep1_tig00000002	SRK_protein_244	5
Library009_barcode45_hap3_rep4_tig00000001	SRK_protein_288	16
Library009_barcode45_hap3_rep4_tig00000002	SRK_protein_288	16
Library009_barcode45_hap4_rep1_tig00000002	SRK_protein_244	5
Library009_barcode45_hap4_rep4_tig00000001	SRK_protein_288	16
Library009_barcode45_hap4_rep4_tig00000002	SRK_protein_288	16
Library009_barcode45_hap1_rep1_tig00000001	SRK_protein_128	16
Library009_barcode45_hap2_rep1_tig00000001	SRK_protein_128	16
Library009_barcode45_hap3_rep1_tig00000001	SRK_protein_128	16
Library009_barcode45_hap4_rep1_tig00000001	SRK_protein_128	16
Library009_barcode46_hap1_rep1_tig00000003	SRK_protein_169	8
Library009_barcode46_hap2_rep1_tig00000003	SRK_protein_169	8
Library009_barcode46_hap3_rep1_tig00000003	SRK_protein_169	8
Library009_barcode46_hap4_rep1_tig00000003	SRK_protein_169	8
Library009_barcode46_hap1_rep1_tig00000001	SRK_protein_081	224
Library009_barcode46_hap1_rep4_tig00000002	SRK_protein_210	10
Library009_barcode46_hap2_rep1_tig00000001	SRK_protein_081	224
Library009_barcode46_hap3_rep1_tig00000001	SRK_protein_081	224
Library009_barcode46_hap3_rep4_tig00000002	SRK_protein_210	10
Library009_barcode46_hap4_rep1_tig00000001	SRK_protein_081	224
Library009_barcode47_hap3_rep4_tig00000002	SRK_protein_173	8
Library009_barcode47_hap4_rep4_tig00000002	SRK_protein_173	8
Library009_barcode48_hap1_rep3_tig00000001	SRK_protein_289	6
Library009_barcode48_hap2_rep3_tig00000001	SRK_protein_289	6
Library009_barcode48_hap3_rep3_tig00000001	SRK_protein_289	6
Library009_barcode48_hap1_rep1_tig00000001	SRK_protein_290	6
Library009_barcode48_hap1_rep2_tig00000001	SRK_protein_177	20
Library009_barcode48_hap2_rep2_tig00000001	SRK_protein_177	20
Library009_barcode48_hap3_rep1_tig00000001	SRK_protein_290	6
Library009_barcode48_hap3_rep2_tig00000001	SRK_protein_177	20
Library009_barcode48_hap4_rep1_tig00000001	SRK_protein_290	6
Library009_barcode48_hap4_rep2_tig00000001	SRK_protein_177	20
Library009_barcode49_hap1_rep2_tig00000001	SRK_protein_113	48
Library009_barcode49_hap2_rep2_tig00000001	SRK_protein_113	48
Library009_barcode49_hap3_rep2_tig00000001	SRK_protein_113	48
Library009_barcode49_hap4_rep2_tig00000001	SRK_protein_113	48
Library009_barcode49_hap1_rep3_tig00000001	SRK_protein_113	48
Library009_barcode49_hap2_rep3_tig00000001	SRK_protein_113	48
Library009_barcode49_hap3_rep3_tig00000001	SRK_protein_113	48
Library009_barcode49_hap4_rep3_tig00000001	SRK_protein_113	48
Library009_barcode50_hap1_rep2_tig00000001	SRK_protein_133	65
Library009_barcode50_hap1_rep3_tig00000001	SRK_protein_133	65
Library009_barcode50_hap2_rep2_tig00000001	SRK_protein_133	65
Library009_barcode50_hap2_rep3_tig00000001	SRK_protein_133	65
Library009_barcode50_hap3_rep2_tig00000001	SRK_protein_133	65
Library009_barcode50_hap3_rep3_tig00000001	SRK_protein_133	65
Library009_barcode50_hap4_rep2_tig00000001	SRK_protein_133	65
Library009_barcode50_hap4_rep3_tig00000001	SRK_protein_133	65
Library009_barcode50_hap1_rep1_tig00000001	SRK_protein_133	65
Library009_barcode50_hap2_rep1_tig00000001	SRK_protein_133	65
Library009_barcode50_hap3_rep1_tig00000001	SRK_protein_133	65
Library009_barcode50_hap4_rep1_tig00000001	SRK_protein_133	65
Library009_barcode51_hap1_rep1_tig00000001	SRK_protein_153	40
Library009_barcode51_hap1_rep4_tig00000001	SRK_protein_153	40
Library009_barcode51_hap2_rep1_tig00000001	SRK_protein_153	40
Library009_barcode51_hap2_rep4_tig00000001	SRK_protein_153	40
Library009_barcode51_hap3_rep1_tig00000001	SRK_protein_153	40
Library009_barcode51_hap3_rep4_tig00000001	SRK_protein_153	40
Library009_barcode51_hap4_rep1_tig00000001	SRK_protein_153	40
Library009_barcode51_hap4_rep4_tig00000001	SRK_protein_153	40
Library009_barcode51_hap1_rep2_tig00000001	SRK_protein_153	40
Library009_barcode51_hap2_rep2_tig00000001	SRK_protein_153	40
Library009_barcode51_hap3_rep2_tig00000001	SRK_protein_153	40
Library009_barcode51_hap4_rep2_tig00000001	SRK_protein_153	40
Library009_barcode52_hap1_rep2_tig00000003	SRK_protein_113	48
Library009_barcode52_hap2_rep2_tig00000003	SRK_protein_113	48
Library009_barcode52_hap3_rep2_tig00000003	SRK_protein_113	48
Library009_barcode52_hap4_rep2_tig00000003	SRK_protein_113	48
Library009_barcode52_hap1_rep1_tig00000006	SRK_protein_291	6
Library009_barcode52_hap1_rep2_tig00000001	SRK_protein_113	48
Library009_barcode52_hap2_rep1_tig00000001	SRK_protein_012	20
Library009_barcode52_hap2_rep1_tig00000006	SRK_protein_291	6
Library009_barcode52_hap2_rep2_tig00000001	SRK_protein_113	48
Library009_barcode52_hap3_rep1_tig00000001	SRK_protein_012	20
Library009_barcode52_hap3_rep2_tig00000001	SRK_protein_113	48
Library009_barcode52_hap4_rep1_tig00000006	SRK_protein_291	6
Library009_barcode52_hap4_rep2_tig00000001	SRK_protein_113	48
Library009_barcode53_hap1_rep4_tig00000001	SRK_protein_292	8
Library009_barcode53_hap2_rep4_tig00000001	SRK_protein_292	8
Library009_barcode53_hap3_rep4_tig00000001	SRK_protein_292	8
Library009_barcode53_hap4_rep4_tig00000001	SRK_protein_292	8
Library009_barcode53_hap1_rep1_tig00000001	SRK_protein_264	56
Library009_barcode53_hap1_rep2_tig00000001	SRK_protein_264	56
Library009_barcode53_hap2_rep1_tig00000001	SRK_protein_264	56
Library009_barcode53_hap2_rep2_tig00000001	SRK_protein_264	56
Library009_barcode53_hap3_rep1_tig00000001	SRK_protein_264	56
Library009_barcode53_hap3_rep2_tig00000001	SRK_protein_264	56
Library009_barcode53_hap4_rep1_tig00000001	SRK_protein_264	56
Library009_barcode53_hap4_rep2_tig00000001	SRK_protein_264	56
Library009_barcode54_hap1_rep2_tig00000001	SRK_protein_293	8
Library009_barcode54_hap2_rep2_tig00000001	SRK_protein_293	8
Library009_barcode54_hap3_rep2_tig00000001	SRK_protein_293	8
Library009_barcode54_hap4_rep2_tig00000001	SRK_protein_293	8
Library009_barcode54_hap1_rep1_tig00000001	SRK_protein_264	56
Library009_barcode54_hap1_rep4_tig00000001	SRK_protein_264	56
Library009_barcode54_hap2_rep1_tig00000001	SRK_protein_264	56
Library009_barcode54_hap2_rep4_tig00000001	SRK_protein_264	56
Library009_barcode54_hap3_rep1_tig00000001	SRK_protein_264	56
Library009_barcode54_hap3_rep4_tig00000001	SRK_protein_264	56
Library009_barcode54_hap4_rep1_tig00000001	SRK_protein_264	56
Library009_barcode55_hap1_rep2_tig00000001	SRK_protein_139	108
Library009_barcode55_hap1_rep4_tig00000001	SRK_protein_056	71
Library009_barcode55_hap1_rep4_tig00000002	SRK_protein_140	24
Library009_barcode55_hap2_rep2_tig00000001	SRK_protein_139	108
Library009_barcode55_hap2_rep4_tig00000001	SRK_protein_056	71
Library009_barcode55_hap3_rep2_tig00000001	SRK_protein_139	108
Library009_barcode55_hap3_rep4_tig00000001	SRK_protein_056	71
Library009_barcode55_hap4_rep2_tig00000001	SRK_protein_139	108
Library009_barcode55_hap4_rep4_tig00000002	SRK_protein_011	9
Library009_barcode55_hap1_rep3_tig00000001	SRK_protein_139	108
Library009_barcode55_hap2_rep3_tig00000001	SRK_protein_139	108
Library009_barcode55_hap3_rep3_tig00000001	SRK_protein_139	108
Library009_barcode55_hap4_rep3_tig00000001	SRK_protein_139	108
Library009_barcode56_hap1_rep2_tig00000001	SRK_protein_294	8
Library009_barcode56_hap2_rep2_tig00000001	SRK_protein_294	8
Library009_barcode56_hap2_rep4_tig00000002	SRK_protein_140	24
Library009_barcode56_hap3_rep2_tig00000001	SRK_protein_294	8
Library009_barcode56_hap3_rep4_tig00000002	SRK_protein_056	71
Library009_barcode56_hap4_rep2_tig00000001	SRK_protein_294	8
Library009_barcode56_hap4_rep4_tig00000002	SRK_protein_056	71
Library009_barcode56_hap1_rep2_tig00000002	SRK_protein_056	71
Library009_barcode56_hap3_rep2_tig00000002	SRK_protein_056	71
Library009_barcode56_hap4_rep2_tig00000002	SRK_protein_056	71
Library009_barcode60_hap1_rep2_tig00000001	SRK_protein_296	6
Library009_barcode60_hap2_rep2_tig00000001	SRK_protein_296	6
Library009_barcode60_hap3_rep2_tig00000001	SRK_protein_296	6
Library009_barcode60_hap1_rep4_tig00000002	SRK_protein_111	37
Library009_barcode60_hap2_rep4_tig00000002	SRK_protein_111	37
Library009_barcode60_hap3_rep4_tig00000002	SRK_protein_111	37
Library009_barcode60_hap4_rep4_tig00000002	SRK_protein_111	37
Library009_barcode61_hap2_rep2_tig00000003	SRK_protein_297	9
Library009_barcode61_hap1_rep1_tig00000001	SRK_protein_020	100
Library009_barcode61_hap1_rep1_tig00000003	SRK_protein_130	30
Library009_barcode61_hap2_rep1_tig00000001	SRK_protein_020	100
Library009_barcode61_hap2_rep1_tig00000003	SRK_protein_130	30
Library009_barcode61_hap3_rep1_tig00000001	SRK_protein_020	100
Library009_barcode61_hap3_rep1_tig00000003	SRK_protein_130	30
Library009_barcode61_hap4_rep1_tig00000001	SRK_protein_020	100
Library009_barcode61_hap4_rep1_tig00000003	SRK_protein_130	30
Library009_barcode62_hap1_rep2_tig00000002	SRK_protein_081	224
Library009_barcode62_hap2_rep2_tig00000002	SRK_protein_081	224
Library009_barcode62_hap3_rep2_tig00000002	SRK_protein_081	224
Library009_barcode62_hap1_rep1_tig00000002	SRK_protein_173	8
Library009_barcode62_hap1_rep2_tig00000001	SRK_protein_081	224
Library009_barcode62_hap1_rep3_tig00000002	SRK_protein_072	235
Library009_barcode62_hap2_rep1_tig00000002	SRK_protein_173	8
Library009_barcode62_hap2_rep2_tig00000001	SRK_protein_081	224
Library009_barcode62_hap2_rep3_tig00000002	SRK_protein_003	17
Library009_barcode62_hap3_rep1_tig00000002	SRK_protein_173	8
Library009_barcode62_hap3_rep2_tig00000001	SRK_protein_081	224
Library009_barcode62_hap3_rep3_tig00000002	SRK_protein_003	17
Library009_barcode62_hap4_rep1_tig00000002	SRK_protein_173	8
Library009_barcode62_hap4_rep2_tig00000001	SRK_protein_081	224
Library009_barcode62_hap4_rep3_tig00000002	SRK_protein_003	17
Library009_barcode63_hap1_rep3_tig00000002	SRK_protein_111	37
Library009_barcode63_hap2_rep3_tig00000002	SRK_protein_111	37
Library009_barcode63_hap3_rep3_tig00000002	SRK_protein_111	37
Library009_barcode63_hap4_rep3_tig00000002	SRK_protein_111	37
Library009_barcode63_hap1_rep1_tig00000001	SRK_protein_020	100
Library009_barcode63_hap1_rep4_tig00000001	SRK_protein_298	8
Library009_barcode63_hap1_rep4_tig00000002	SRK_protein_297	9
Library009_barcode63_hap2_rep1_tig00000001	SRK_protein_020	100
Library009_barcode63_hap2_rep4_tig00000001	SRK_protein_298	8
Library009_barcode63_hap2_rep4_tig00000002	SRK_protein_297	9
Library009_barcode63_hap3_rep1_tig00000001	SRK_protein_020	100
Library009_barcode63_hap3_rep4_tig00000001	SRK_protein_298	8
Library009_barcode63_hap3_rep4_tig00000002	SRK_protein_297	9
Library009_barcode63_hap4_rep1_tig00000001	SRK_protein_020	100
Library009_barcode63_hap4_rep4_tig00000001	SRK_protein_298	8
Library009_barcode63_hap4_rep4_tig00000002	SRK_protein_297	9
Library009_barcode65_hap1_rep4_tig00000001	SRK_protein_299	7
Library009_barcode65_hap2_rep4_tig00000001	SRK_protein_299	7
Library009_barcode65_hap2_rep4_tig00000002	SRK_protein_299	7
Library009_barcode65_hap3_rep4_tig00000001	SRK_protein_299	7
Library009_barcode65_hap3_rep4_tig00000002	SRK_protein_299	7
Library009_barcode65_hap4_rep4_tig00000001	SRK_protein_299	7
Library009_barcode65_hap4_rep4_tig00000002	SRK_protein_299	7
Library009_barcode66_hap1_rep2_tig00000002	SRK_protein_300	6
Library009_barcode66_hap1_rep4_tig00000001	SRK_protein_301	8
Library009_barcode66_hap2_rep2_tig00000002	SRK_protein_300	6
Library009_barcode66_hap2_rep4_tig00000001	SRK_protein_301	8
Library009_barcode66_hap3_rep2_tig00000002	SRK_protein_300	6
Library009_barcode66_hap3_rep4_tig00000001	SRK_protein_301	8
Library009_barcode66_hap4_rep4_tig00000001	SRK_protein_301	8
Library009_barcode66_hap1_rep1_tig00000001	SRK_protein_302	12
Library009_barcode66_hap1_rep2_tig00000001	SRK_protein_303	8
Library009_barcode66_hap2_rep1_tig00000001	SRK_protein_302	12
Library009_barcode66_hap2_rep2_tig00000001	SRK_protein_303	8
Library009_barcode66_hap3_rep1_tig00000001	SRK_protein_302	12
Library009_barcode66_hap3_rep2_tig00000001	SRK_protein_303	8
Library009_barcode66_hap4_rep1_tig00000001	SRK_protein_302	12
Library009_barcode66_hap4_rep2_tig00000001	SRK_protein_303	8
Library009_barcode67_hap1_rep2_tig00000001	SRK_protein_002	115
Library009_barcode67_hap2_rep2_tig00000001	SRK_protein_002	115
Library009_barcode67_hap3_rep2_tig00000001	SRK_protein_002	115
Library009_barcode67_hap1_rep3_tig00000001	SRK_protein_002	115
Library009_barcode67_hap2_rep3_tig00000001	SRK_protein_002	115
Library009_barcode67_hap3_rep3_tig00000001	SRK_protein_002	115
Library009_barcode67_hap4_rep3_tig00000001	SRK_protein_002	115
Library009_barcode68_hap1_rep2_tig00000001	SRK_protein_304	16
Library009_barcode68_hap2_rep2_tig00000001	SRK_protein_304	16
Library009_barcode68_hap3_rep2_tig00000001	SRK_protein_304	16
Library009_barcode68_hap4_rep2_tig00000001	SRK_protein_304	16
Library009_barcode68_hap1_rep1_tig00000001	SRK_protein_304	16
Library009_barcode68_hap1_rep3_tig00000003	SRK_protein_305	8
Library009_barcode68_hap2_rep1_tig00000001	SRK_protein_304	16
Library009_barcode68_hap2_rep3_tig00000003	SRK_protein_305	8
Library009_barcode68_hap3_rep1_tig00000001	SRK_protein_304	16
Library009_barcode68_hap3_rep3_tig00000003	SRK_protein_305	8
Library009_barcode68_hap4_rep1_tig00000001	SRK_protein_304	16
Library009_barcode68_hap4_rep3_tig00000003	SRK_protein_305	8
Library009_barcode69_hap1_rep3_tig00000001	SRK_protein_306	8
Library009_barcode69_hap2_rep3_tig00000001	SRK_protein_306	8
